var,plev_pa,plev_hpa,global_mean_min,global_mean_mean,global_mean_max,raw_min,raw_p01,raw_p05,raw_p95,raw_p99,raw_max,spatial_min,spatial_p01,spatial_p05,spatial_p95,spatial_p99,spatial_max,temporal_min,temporal_p01,temporal_p05,temporal_p95,temporal_p99,temporal_max,slope_mean_min,slope_mean_mean,slope_mean_max,slope_min,slope_p01,slope_p05,slope_p95,slope_p99,slope_max,raw_detrended0_min,raw_detrended0_p01,raw_detrended0_p05,raw_detrended0_p95,raw_detrended0_p99,raw_detrended0_max,temporal_detrended0_min,temporal_detrended0_p01,temporal_detrended0_p05,temporal_detrended0_p95,temporal_detrended0_p99,temporal_detrended0_max,spatial_detrended0_min,spatial_detrended0_p01,spatial_detrended0_p05,spatial_detrended0_p95,spatial_detrended0_p99,spatial_detrended0_max,slope_mean_detrended0_min,slope_mean_detrended0_mean,slope_mean_detrended0_max,slope_detrended0_min,slope_detrended0_p01,slope_detrended0_p05,slope_detrended0_p95,slope_detrended0_p99,slope_detrended0_max,raw_detrended1_min,raw_detrended1_p01,raw_detrended1_p05,raw_detrended1_p95,raw_detrended1_p99,raw_detrended1_max,temporal_detrended1_min,temporal_detrended1_p01,temporal_detrended1_p05,temporal_detrended1_p95,temporal_detrended1_p99,temporal_detrended1_max,spatial_detrended1_min,spatial_detrended1_p01,spatial_detrended1_p05,spatial_detrended1_p95,spatial_detrended1_p99,spatial_detrended1_max,slope_mean_detrended1_min,slope_mean_detrended1_mean,slope_mean_detrended1_max,slope_detrended1_min,slope_detrended1_p01,slope_detrended1_p05,slope_detrended1_p95,slope_detrended1_p99,slope_detrended1_max
hus,5000.0,50.0,-1.075077258916923e-06,-7.231087470212696e-08,7.922051029477929e-07,-2.35179822993814e-06,-1.8223026927444157e-06,-1.6244003973042709e-06,1.417129624314839e-06,1.7551229802847956e-06,2.3979214347491502e-06,-1.5779677152041212e-06,-1.5099459301947745e-06,-1.4366634046715482e-06,1.0549829080442946e-06,1.1971360695283396e-06,1.3198177897231676e-06,-1.3867684174329042e-06,-1.370770633002394e-06,-1.3429605587589322e-06,9.724097935759346e-07,1.0913620371866273e-06,1.1355483593433746e-06,-5.432775410769182e-07,-1.1660613628948356e-07,2.5583886529737174e-08,-6.468385959193507e-07,-6.376847491401267e-07,-6.280258822846486e-07,6.925009590582315e-08,7.46491077867398e-08,7.885930640926333e-08,-1.8712026413865036e-06,-1.2862502220368389e-06,-1.0072837015024495e-06,1.1182032010356254e-06,1.5953741259023152e-06,2.4800967870529337e-06,-3.741569997224032e-21,-2.0756877529388205e-21,-1.5828547341676585e-21,1.3559001778417388e-21,1.932796646306233e-21,3.7857497732498855e-21,-1.1776130055006871e-06,-1.126350140533003e-06,-9.485351575129212e-07,1.128159334269686e-06,1.3834915477774351e-06,1.571016975438045e-06,-7.864928962944999e-13,-2.573808709085713e-13,9.647607025157186e-13,-1.9674555933555256e-12,-1.7842725499187245e-12,-1.6442680933734013e-12,1.889458338905223e-12,2.068202210270097e-12,2.2674208062911275e-12,-2.6354078069313504e-06,-2.0837203504208754e-06,-1.8294642251288165e-06,1.4164835658989695e-06,1.753988948566511e-06,2.398213087340137e-06,-1.386767735311879e-06,-1.370770393123166e-06,-1.3429605985493255e-06,9.724102596919694e-07,1.0913618984886848e-06,1.1355487004038876e-06,-1.916338747349556e-06,-1.848346051815998e-06,-1.7393345556899432e-06,1.0534289529223337e-06,1.1552719988935152e-06,1.2120768317419254e-06,-7.864928962980665e-13,-2.5738087090827765e-13,9.647607025191982e-13,-1.9674555934081457e-12,-1.7842725499297229e-12,-1.6442680933633245e-12,1.8894583388601856e-12,2.068202210264607e-12,2.2674208063031e-12
hus,10000.0,100.0,-3.146574581136564e-07,3.759406609675741e-07,1.109621280690248e-06,-3.1682432108937064e-06,-1.5157497728068847e-06,-1.2601011576407473e-06,2.1165460566408e-06,2.8436804768716684e-06,4.383739906188566e-06,-8.99918765432745e-07,-7.912228912200347e-07,-6.63717179682942e-07,1.4792545652678803e-06,1.5922212628817075e-06,1.848206314017714e-06,-9.211971701006404e-07,-8.912842304198421e-07,-8.550168217880127e-07,1.349533135908132e-06,1.4417626061913325e-06,1.5478716477446142e-06,-3.325006042374216e-07,-7.488179710669207e-08,2.4691095713526512e-08,-4.166660013692961e-07,-4.097726536389378e-07,-4.035079076431242e-07,1.012287334387099e-07,1.0717852128121105e-07,1.1218525989755597e-07,-2.7938155646155744e-06,-1.0478059041151852e-06,-7.638463749627157e-07,9.73596428586592e-07,1.752643210024346e-06,3.932404356563882e-06,-4.1361411003514835e-21,-1.97576528709276e-21,-1.44574508443225e-21,1.4137528328273217e-21,2.020706783394916e-21,4.095008205430862e-21,-1.2018475063717512e-06,-7.74470677758056e-07,-6.471437398934193e-07,6.905535940995801e-07,1.2250720264619562e-06,1.7738067785167035e-06,-2.1338726324333358e-12,-1.0272916745280485e-12,6.179422847906748e-14,-4.3755251908943406e-12,-3.739945847265499e-12,-3.223424798939783e-12,1.489884666682419e-12,1.7580664561494434e-12,1.8869800166521907e-12,-2.859557824645281e-06,-1.6102267592424444e-06,-1.250887310629969e-06,2.1154066888745736e-06,2.8431684472789624e-06,4.24156077784126e-06,-9.211972837874788e-07,-8.912862381293952e-07,-8.550165830456534e-07,1.3495290772880266e-06,1.4417622833207136e-06,1.5478688055736715e-06,-1.0517299521530786e-06,-9.09973013492498e-07,-7.826460756278621e-07,1.4783293368994147e-06,1.587637446542105e-06,1.691912876588728e-06,-2.133872632432314e-12,-1.0272916745297455e-12,6.179422847957153e-14,-4.375525190898285e-12,-3.739945847259636e-12,-3.2234247989504467e-12,1.4898846667169245e-12,1.7580664561766457e-12,1.8869800166800632e-12
hus,15000.0,150.0,-1.762153142887982e-07,1.6633951231268328e-06,4.507874576766339e-06,-2.543404116295278e-05,-2.748658516793512e-06,-1.5702635209891014e-06,9.735832463775296e-06,1.225006144522922e-05,3.271455716458149e-05,-1.195193856445947e-06,-1.0113694997902855e-06,-7.101345049723001e-07,5.40038814855829e-06,5.70396528476417e-06,5.883008883169374e-06,-8.932147466111928e-07,-6.256299229789875e-07,-5.587089617620222e-07,8.960852028394584e-06,9.831474926613735e-06,1.0826756806636697e-05,-1.976370623985537e-07,-6.93044663747053e-08,1.7001048379081052e-08,-5.065866977806437e-07,-3.9545781309465734e-07,-3.156958026737988e-07,1.3434972211169496e-07,1.9459333134104478e-07,3.526175099139261e-07,-2.661767306821779e-05,-3.972280203275843e-06,-2.491857365801948e-06,3.0079801032617787e-06,5.438747888733322e-06,2.775643164160827e-05,-1.5511671706732528e-20,-6.143761529399438e-21,-3.415553718964283e-21,3.5343820820683034e-21,6.251301198008571e-21,1.5813312936150427e-20,-3.158738139396989e-06,-1.1709370144798244e-06,-7.940878566914717e-07,9.032711896737689e-07,1.2092278284046818e-06,1.5706455909304352e-06,-1.9853366558719094e-12,-1.1966494926521353e-12,-7.54209213405926e-13,-1.0787262668568683e-11,-7.842252637449275e-12,-5.0779409827117336e-12,2.7862786182478827e-12,6.591952015363193e-12,1.3086485876497449e-11,-2.5827890606565725e-05,-2.680539678868116e-06,-1.5405337363860572e-06,9.730386468372165e-06,1.2243914302501928e-05,3.24579508155857e-05,-8.932129276217912e-07,-6.256329015741362e-07,-5.587082114288942e-07,8.96085562089865e-06,9.831473107624323e-06,1.0826751349668488e-05,-1.133732979160395e-06,-8.873058505525231e-07,-6.92451070796543e-07,5.403200073053039e-06,5.705942481418097e-06,5.883143406445611e-06,-1.985336655871459e-12,-1.1966494926595725e-12,-7.542092134257325e-13,-1.0787262668522846e-11,-7.842252637459534e-12,-5.077940982729051e-12,2.786278618255898e-12,6.59195201528894e-12,1.308648587638282e-11
hus,20000.0,200.0,8.46930430373194e-08,6.762005543771558e-06,1.815583772355793e-05,-0.0001436349557479,-1.5797048035892658e-05,-8.043686648306902e-06,4.948881542077288e-05,6.695983756799251e-05,0.0001770145318005,-3.026993263518741e-06,-2.458221083065564e-06,-1.5181805434535607e-06,2.0914069586256523e-05,2.1863727504930915e-05,2.2572128354146105e-05,-4.73136969958432e-06,-2.308908506165608e-06,-1.5483623201362209e-06,4.34563153248746e-05,5.225706263445318e-05,6.476903217844665e-05,-2.540872297727425e-07,-1.0909632792095453e-07,-3.6932571845937235e-09,-3.018765005931268e-06,-1.971734807683954e-06,-1.28784193277181e-06,5.861884027857285e-07,9.649924569328283e-07,2.2161120409352047e-06,-0.0001430898448975,-2.572116099427052e-05,-1.3960132597745413e-05,1.563818492617454e-05,2.973234045308513e-05,0.0001681995873686,-8.0961724728206e-20,-2.9632868752281705e-20,-1.4326739644908077e-20,1.463782620575214e-20,2.993755686280478e-20,8.2753290818082e-20,-9.16786468048237e-06,-4.2139822394705576e-06,-2.896151766397397e-06,2.7397965305572506e-06,3.78734499621664e-06,4.475423310347909e-06,-4.975634168099329e-12,-2.1034236288596437e-12,1.766910220910658e-13,-7.794726568273225e-11,-4.559460646539668e-11,-2.5766733980569405e-11,2.325431862967345e-11,5.857989980497202e-11,9.874290361011174e-11,-0.0001436022985495,-1.5619439910991075e-05,-7.995821378706103e-06,4.946354897792674e-05,6.692227361661855e-05,0.0001781185729659,-4.731315129902198e-06,-2.3089113528840188e-06,-1.548344198454283e-06,4.345624183770267e-05,5.225706965575227e-05,6.476908311014994e-05,-3.1098766862198487e-06,-2.25767825248694e-06,-1.4998328292950694e-06,2.0895635300443185e-05,2.1881813975196117e-05,2.256989228932738e-05,-4.975634168136679e-12,-2.1034236288900002e-12,1.7669102201069699e-13,-7.794726568298872e-11,-4.559460646581147e-11,-2.57667339800382e-11,2.3254318629829844e-11,5.8579899804722e-11,9.874290361021181e-11
hus,25000.0,250.0,7.307015325826337e-07,1.6028662855911215e-05,4.189086390639217e-05,-0.0004268347402103,-5.647880243486725e-05,-2.748367842286825e-05,0.0001243653387064,0.0001866998063633,0.0006093154661357,-6.582042173983567e-06,-5.092668527203045e-06,-3.003029447610765e-06,4.747983651596808e-05,4.968100098005394e-05,5.246905689644512e-05,-1.438509480067296e-05,-5.624398454529e-06,-3.20708363688027e-06,9.933563705999404e-05,0.0001365350908599,0.0001858497707871,-7.150290130333721e-07,-4.220495066955109e-07,2.888721167068856e-07,-1.0893313362020218e-05,-6.494226514048732e-06,-3.6756222927889726e-06,2.158131967229737e-06,4.0236601748573725e-06,8.028384808940545e-06,-0.0004216644779332,-8.507124196491218e-05,-4.404463287078254e-05,4.807935964750104e-05,9.635751360889408e-05,0.0005875420815938,-2.315142138998948e-19,-8.141266313178023e-20,-3.9975080100634604e-20,4.0316330784420513e-20,8.284640350465768e-20,2.4233673558567635e-19,-1.7143173443372666e-05,-8.379043846903463e-06,-6.361100196889705e-06,5.429979682827676e-06,7.588723213929691e-06,1.0430744045488551e-05,-1.1814099495420472e-11,-5.931267163561706e-12,-1.338784697835274e-12,-2.9000637114221346e-10,-1.5131203819622215e-10,-8.135083137805333e-11,6.834771137036061e-11,1.6222526564893727e-10,3.217474660077066e-10,-0.0004258227822971,-5.621254602630714e-05,-2.7400057625563648e-05,0.0001242665820893,0.0001864619246322,0.0006125914865334,-1.4385099348146528e-05,-5.62449400604241e-06,-3.207084773748641e-06,9.933559813362075e-05,0.000136534935591,0.0001858498289948,-6.974701868534902e-06,-4.254346386809922e-06,-2.964171704213921e-06,4.7227491356216016e-05,4.939931203477097e-05,5.232159179968933e-05,-1.1814099495503274e-11,-5.931267163632104e-12,-1.3387846980130142e-12,-2.9000637114408677e-10,-1.5131203819588903e-10,-8.135083137718719e-11,6.834771136928223e-11,1.622252656489009e-10,3.2174746600694147e-10
hus,30000.0,300.0,1.6790879747404096e-06,2.827632533042558e-05,7.424091644568591e-05,-0.0009508249349892,-0.0001466702960897,-6.916605343576521e-05,0.0002376293850829,0.0003841503057628,0.0014269343810155,-1.4990096626093344e-05,-1.2906775551369404e-05,-8.380514198924568e-06,8.352670494445834e-05,8.732055954139157e-05,9.41284104478509e-05,-4.7938628995325416e-05,-1.618874193809461e-05,-7.179518888733583e-06,0.0001696540566626,0.0002609076327644,0.0003439393185544,-1.6185600141957246e-06,-8.825604006463197e-07,1.3301747919557383e-06,-2.636558741413996e-05,-1.4402092027130667e-05,-7.783436537120992e-06,5.2546901510469445e-06,9.06257391278515e-06,1.9834077349713267e-05,-0.0009120091002268,-0.0001936124181422,-9.909130495362316e-05,0.0001067366450783,0.0002234970470846,0.0014014605910223,-6.145437314007315e-19,-1.6774031111203118e-19,-8.307016645302606e-20,8.365516762523048e-20,1.6625782064146964e-19,5.417110854612827e-19,-2.231143679261564e-05,-1.462189052605778e-05,-1.0666827130630032e-05,9.440086349873325e-06,1.2673324393266267e-05,2.0939950457120533e-05,-3.027724678193508e-11,-1.656506577686024e-11,-5.5337956508704255e-12,-6.387336541519671e-10,-3.3412923204163276e-10,-1.9323355874111907e-10,1.457210655513791e-10,3.3549104611884987e-10,7.244638619823991e-10,-0.0009216255204738,-0.0001462195240134,-6.896862061237563e-05,0.0002374276528841,0.0003835893650909,0.0014200389629867,-4.79387090308594e-05,-1.6188940207939622e-05,-7.179604290286034e-06,0.0001696535560768,0.0002609073967323,0.0003439391439314,-1.686066527780211e-05,-1.1116011024811596e-05,-8.556515256954439e-06,8.304144235879337e-05,8.672580110743304e-05,9.286083466758566e-05,-3.0277246781959325e-11,-1.6565065776986926e-11,-5.533795651203136e-12,-6.387336541544432e-10,-3.34129232044374e-10,-1.932335587424613e-10,1.457210655485715e-10,3.3549104611971583e-10,7.24463861984725e-10
hus,40000.0,400.0,4.143654943212298e-07,6.599409521388969e-05,0.0001775590083234,-0.0025448033120483,-0.0005052987253293,-0.000236757332459,0.000612445641309,0.0010078459745272,0.0034356112591922,-5.8186183130512905e-05,-4.080540002000271e-05,-2.5733455074430097e-05,0.0002067460362394,0.000214552554922,0.0002291188214236,-0.0001970144803635,-8.334199810633436e-05,-4.209031249047257e-05,0.0004165412683505,0.0006120958132669,0.0008094617514871,-7.259828645760391e-06,-5.651783736579645e-06,-1.26000822070294e-06,-9.926247407610536e-05,-5.3707773367037706e-05,-3.1041356146932776e-05,1.0465114876041382e-05,1.6823805641724135e-05,4.965050118580893e-05,-0.0023929828252093,-0.0005743883524862,-0.0002888231384259,0.0003060954652763,0.0006331022189699,0.0031674309587474,-1.882143771372318e-18,-4.86215924262065e-19,-2.363502235901179e-19,2.308804626300067e-19,4.616458750294791e-19,1.8462636994771144e-18,-5.809802252128255e-05,-4.1065422154786416e-05,-2.839090786586884e-05,2.879965240804109e-05,3.734906077897694e-05,5.0468570796644907e-05,-9.83400303431022e-11,-5.259726500163868e-11,-1.931634293225004e-11,-1.7289852151425771e-09,-9.887055856847526e-10,-5.761727791120034e-10,4.4159101496244915e-10,8.423628098246286e-10,1.7413662517798462e-09,-0.0024550129250073,-0.0005026908349908,-0.0002361525772056,0.0006117017456928,0.001005255577832,0.0034280850113842,-0.0001970153534784,-8.334229816682618e-05,-4.209032485960034e-05,0.000416540770675,0.0006120958941755,0.000809462275356,-5.189037302119065e-05,-3.642030992422843e-05,-2.4978258443193648e-05,0.0002039991275378,0.0002134354929717,0.0002229644358752,-9.834003034309464e-11,-5.259726500192599e-11,-1.931634293295901e-11,-1.7289852151381083e-09,-9.887055856916964e-10,-5.76172779111081e-10,4.415910149713349e-10,8.423628098282087e-10,1.741366251786129e-09
hus,50000.0,500.0,3.8198555167042415e-06,0.00014663793046311975,0.0003922399999547,-0.0045001804828643,-0.0010376285063102,-0.0004953336901962,0.0013432351406663,0.002097847405821,0.0057636438868939,-9.851105991549206e-05,-7.147303816292189e-05,-4.564897099415367e-05,0.0004548878723456,0.000475371504254,0.000497853203794,-0.0003937291912734,-0.0001981132663786,-9.696885535959154e-05,0.000992126064375,0.0013555156765505,0.001705122878775,-1.2075686268043202e-05,-9.021880346243465e-06,-9.398096749166932e-07,-0.0001597822141325,-9.01330404332732e-05,-5.330771979656669e-05,2.399120824824462e-05,4.3520798777851565e-05,9.672172238008832e-05,-0.0049608620983488,-0.0011486535262691,-0.000583868793339,0.0006203871682186,0.0012530181431172,0.0050863534127196,-3.3891067909708752e-18,-1.10402201219979e-18,-5.015410049699133e-19,5.007610034069741e-19,1.0764021568561124e-18,3.4366868863101677e-18,-0.0001159960028463,-8.809704565091052e-05,-6.388703195170041e-05,5.866501791759869e-05,8.39607630152947e-05,0.0001060094708127,-1.516777021211217e-10,-8.19382688544304e-11,-2.230564604031399e-11,-4.0884162310943275e-09,-2.0554499759881863e-09,-1.1283198324783522e-09,9.366942536822879e-10,2.026726259092572e-09,3.6205938302561693e-09,-0.0044021725310496,-0.0010335279669407,-0.000493691379172,0.001341345433019,0.0020944990797413,0.0058176403746398,-0.000393729424104,-0.0001981131191132,-9.696837514638894e-05,0.0009921253018546,0.0013555157277733,0.0017051240429282,-9.825835960011528e-05,-6.45883100964927e-05,-4.5263650610174205e-05,0.0004503223064501,0.0004753709718098,0.0004962816027397,-1.5167770212114894e-10,-8.193826885505673e-11,-2.2305646042129742e-11,-4.088416231122238e-09,-2.055449975988036e-09,-1.1283198325110955e-09,9.366942536387575e-10,2.026726259061823e-09,3.6205938302541853e-09
hus,60000.0,600.0,9.08636652233062e-07,0.00019525068463385577,0.0005198912607643,-0.0060282945632934,-0.0015075150877237,-0.0007612630724906,0.001687301788479,0.002622042549774,0.0068278503604233,-0.0001386036826124,-0.000101272019376,-7.356131668173709e-05,0.0006121110196971,0.0006445056051687,0.0006757945623752,-0.0007124724797904,-0.0002667594526428,-0.0001373410341329,0.0011448541190475,0.001466496149078,0.0019568749703466,-1.1279250164678184e-05,-7.902975337451972e-06,1.1262523079303164e-06,-0.0001800553637559,-0.0001095671714229,-6.700693294371961e-05,4.718281701138045e-05,8.325636296205496e-05,0.000182331804283,-0.007071183053076,-0.0015843731027856,-0.0008361342056143,0.0008838582379129,0.0016919760962318,0.0065707943281058,-6.4178528598638354e-18,-1.819283445415047e-18,-8.779112591271564e-19,8.860817754989447e-19,1.818043242929968e-18,5.951411925226186e-18,-0.0002079220457878,-0.0001365041512417,-0.0001041830217444,9.09432345189942e-05,0.0001196182512213,0.0001544099908299,-2.5127107019974423e-10,-1.1619513095837875e-10,-4.069425847398602e-11,-5.330808757830515e-09,-2.544614571762285e-09,-1.536779183114595e-09,1.2228788344360186e-09,2.3680050309287067e-09,4.8074608355601125e-09,-0.0059884698070249,-0.0015035506652157,-0.0007587860591246,0.0016853319990155,0.0026178612343875,0.0068207617771609,-0.0007124724797904,-0.0002667597169056,-0.0001373408478684,0.0011448552715592,0.0014664966100826,0.0019568777643144,-0.0001439858142648,-9.371447883597208e-05,-7.335629397875966e-05,0.0006087083500765,0.0006373833667789,0.000673453883148,-2.5127107019967567e-10,-1.1619513095926504e-10,-4.0694258474860795e-11,-5.330808757829001e-09,-2.5446145717845953e-09,-1.536779183127475e-09,1.2228788344626371e-09,2.3680050309178652e-09,4.807460835528332e-09
hus,70000.0,700.0,2.4911049914259044e-06,0.0002820990611937994,0.0007487407604566,-0.0084587233141064,-0.0018778814701363,-0.0009780997643247,0.0022755749523639,0.0033766555134207,0.0096082082018256,-0.0002007932546997,-0.0001422227767601,-0.0001101189675321,0.0008886771182668,0.0009435209962185,0.0010200942305264,-0.0011891215108335,-0.0003025202895514,-0.0001504362298874,0.0016166613204404,0.001984525239095,0.0026553145144134,-1.7077299725172096e-05,-7.643699373697353e-06,1.0211755806790652e-05,-0.0002407882292749,-0.0001442393750532,-8.631670012700473e-05,7.854560590611842e-05,0.0001288935401806,0.0002524050304117,-0.009404961121243,-0.0020792239324143,-0.0011134073672132,0.0011499294085995,0.0021287421191164,0.0088741429860969,-8.360056751582472e-18,-2.781485573441229e-18,-1.3868817789840654e-18,1.4118418289981172e-18,2.867925346646147e-18,8.275816582785038e-18,-0.0002886366202965,-0.0002187514026366,-0.0001620857203234,0.0001440672787095,0.0001916951208081,0.0002622694115476,-2.6206973100726744e-10,-1.2631797532623185e-10,-3.0122418676703736e-11,-7.461818981795248e-09,-3.4504881116125222e-09,-1.95815841476739e-09,1.5786384119625499e-09,3.245144363039065e-09,6.901923540205423e-09,-0.0080599103548754,-0.0018724231474036,-0.0009741453601713,0.0022723316372082,0.0033720523705053,0.0097415554116745,-0.0011891294270753,-0.0003025210811756,-0.0001504385378211,0.0016166598303243,0.0019845238048583,0.002655308227986,-0.0002085296982449,-0.0001359874609989,-0.0001007060420011,0.0008885602001826,0.0009383363483406,0.0010110096621547,-2.6206973100740056e-10,-1.2631797532744718e-10,-3.0122418678046154e-11,-7.461818981802881e-09,-3.450488111620675e-09,-1.9581584147250793e-09,1.5786384119483087e-09,3.2451443630206086e-09,6.901923540202109e-09
