var,plev,plev_pa,plev_hpa,raw_min,raw_max,p01,p99,p05,p95
wind_speed,surface,,,-15.988615989685059,14.933040618896484,-4.4650421142578125,4.7193145751953125,-2.821859359741211,2.813396453857422
wind_speed,50hPa,5000,50,-49.94207000732422,54.324851989746094,-18.466785430908203,20.532266635894757,-10.829504013061523,12.740211486816406
wind_speed,100hPa,10000,100,-44.37066650390625,43.79264831542969,-12.590471267700195,15.731077194213867,-7.7357330322265625,10.499656677246094
wind_speed,150hPa,15000,150,-45.559104919433594,49.07432174682617,-14.022449512481689,16.070907592773438,-8.975526809692383,10.76799201965332
wind_speed,200hPa,20000,200,-55.01070785522461,59.003780364990234,-15.883621215820312,17.242202758789062,-9.964463233947754,11.301200866699219
wind_speed,250hPa,25000,250,-60.63085174560547,65.66370391845703,-16.58479501724243,17.41397476196289,-10.499675750732422,11.274200439453125
wind_speed,300hPa,30000,300,-58.23567199707031,64.78709411621094,-15.873416900634766,16.440286655426007,-10.129493713378906,10.554698944091797
wind_speed,400hPa,40000,400,-46.53648376464844,49.315162658691406,-13.322824478149414,13.745134353637695,-8.495473861694336,8.713022232055664
wind_speed,500hPa,50000,500,-36.102394104003906,37.94594192504883,-11.144361505508423,11.577572841644269,-7.056601524353027,7.282194137573242
wind_speed,600hPa,60000,600,-30.534137725830078,30.835580825805664,-9.460179328918457,9.936331748962402,-5.979207992553711,6.207616806030273
wind_speed,700hPa,70000,700,-26.610883712768555,24.473106384277344,-8.14828109741211,8.662220001220703,-5.133848667144775,5.348140239715576
wind_speed,850hPa,85000,850,-24.240772247314453,22.637279510498047,-6.853585729598999,7.419876580238338,-4.283742904663086,4.426080226898193
wind_speed,925hPa,92500,925,-23.047443389892578,24.62022590637207,-6.499635696411133,7.071750164031982,-4.042318344116211,4.174432277679443
wind_speed,1000hPa,100000,1000,-15.642091751098633,16.35274314880371,-5.034571175575256,5.250413422584529,-3.1855671405792236,3.1818745136260986
wind_speed,total,,,-60.63085174560547,65.66370391845703,-18.466785430908203,20.532266635894757,-10.829504013061523,12.740211486816406
