var,plev,plev_pa,plev_hpa,raw_min,raw_max,p01,p99,p05,p95
wind_speed,surface,,,0.00012337134103290737,20.667041778564453,0.21577893197536469,10.544272422790527,0.5262476801872253,8.775336265563965
wind_speed,50hPa,5000,50,0.00010719581041485071,73.92709350585938,0.40032112509012224,52.20850372314453,1.0758382081985474,37.4674072265625
wind_speed,100hPa,10000,100,0.00018274820467922837,70.81876373291016,0.78330850481987,43.6897011184692,1.9156379699707031,33.958343505859375
wind_speed,150hPa,15000,150,0.000636354845482856,90.64153289794922,1.0331324326992035,47.73979187011719,2.408586263656616,37.818233489990234
wind_speed,200hPa,20000,200,0.0002834068436641246,98.32365417480469,1.0773460853099823,51.49781036376953,2.49094820022583,39.722496032714844
wind_speed,250hPa,25000,250,0.0004303120367694646,93.34984588623047,1.0207661366462708,48.34907913208008,2.3651113390922553,37.667320251464844
wind_speed,300hPa,30000,300,0.00011175586405443028,84.09884643554688,0.8863970631361008,43.06288913726803,2.0772223472595215,34.15037155151367
wind_speed,400hPa,40000,400,0.0002671860274858773,65.79362487792969,0.6265501970052719,34.277183532714844,1.5075906455516819,27.74737548828125
wind_speed,500hPa,50000,500,0.00012465682812035084,50.525936126708984,0.5318849682807922,28.464458465576172,1.2804059922695163,23.120447158813477
wind_speed,600hPa,60000,600,0.00011419302609283477,38.91487121582031,0.48807728171348574,24.13546371459961,1.1889641284942627,19.60765838623047
wind_speed,700hPa,70000,700,7.301796722458676e-05,30.61440086364746,0.4337323006987572,20.709644317626953,1.094417691230774,16.783641815185547
wind_speed,850hPa,85000,850,9.528666851110756e-05,29.40522003173828,0.3422103822231293,17.174110412597656,0.8876858323812487,13.706997871398926
wind_speed,925hPa,92500,925,0.00012618968321476132,30.659093856811523,0.284100681245327,15.855059633254996,0.7474663257598877,12.550966262817383
wind_speed,1000hPa,100000,1000,0.00010436503362143412,20.579566955566406,0.20206919312477112,11.299300193786621,0.5057729482650757,9.549508094787598
wind_speed,total,,,7.301796722458676e-05,98.32365417480469,0.20206919312477112,52.20850372314453,0.5057729482650757,39.722496032714844
